case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
RN,ETTh1,336,336,M,True,False,7,7969,2545,0.42933677072176657,0.4317593474947836,0.439,0.443,0.9779880882044797,0.974626066579647,0.14657287509180605,checkpoints/long_input/ols_RN_ETTh1_s336_p336_M.npz
RN,ETTh1,336,720,M,True,False,7,7585,2161,0.44386142177221366,0.46754442976589794,0.472,0.49,0.9403843681614696,0.9541723056446897,0.21543612494133413,checkpoints/long_input/ols_RN_ETTh1_s336_p720_M.npz
RR,ETTh1,336,96,M,True,True,7,8209,2785,0.35142391913807486,0.3864000145366435,0.375,0.399,0.9371304510348663,0.9684210890642694,0.09859187505207956,checkpoints/long_input/ols_RR_ETTh1_s336_p96_M.npz
RR,ETTh1,336,192,M,True,True,7,8113,2689,0.38848722468624275,0.4058920583443725,0.405,0.416,0.9592277152746734,0.9757020633278185,0.12060891720466316,checkpoints/long_input/ols_RR_ETTh1_s336_p192_M.npz
RR,ETTh1,336,336,M,True,True,7,7969,2545,0.40664047748259363,0.4145230162792228,0.439,0.443,0.9262881036049969,0.9357178697047918,0.14821395906619728,checkpoints/long_input/ols_RR_ETTh1_s336_p336_M.npz
RR,ETTh1,336,720,M,True,True,7,7585,2161,0.43447004139582096,0.4353103256630068,0.472,0.49,0.9204873758386037,0.888388419720422,0.22619266714900732,checkpoints/long_input/ols_RR_ETTh1_s336_p720_M.npz
NN,ETTh2,336,96,M,False,False,7,8209,2785,0.30185581194372196,0.36546038643642653,0.289,0.353,1.0444837783519791,1.0352985451456842,0.09187575010582805,checkpoints/long_input/ols_NN_ETTh2_s336_p96_M.npz
NN,ETTh2,336,192,M,False,False,7,8113,2689,0.3971685761867506,0.4275685021971559,0.383,0.418,1.0369936715058763,1.0228911535817127,0.11196800018660724,checkpoints/long_input/ols_NN_ETTh2_s336_p192_M.npz
NN,ETTh2,336,336,M,False,False,7,7969,2545,0.48581410298266203,0.4836554232019869,0.448,0.465,1.0844064798720134,1.0401191896816921,0.1360347499139607,checkpoints/long_input/ols_NN_ETTh2_s336_p336_M.npz
NN,ETTh2,336,720,M,False,False,7,7585,2161,0.7406606244392101,0.6116146307730296,0.605,0.551,1.2242324370896036,1.1100084043067686,0.2005859580822289,checkpoints/long_input/ols_NN_ETTh2_s336_p720_M.npz
NR,ETTh2,336,96,M,False,True,7,8209,2785,0.26978177047075136,0.35468115446848525,0.289,0.353,0.9335009358849529,1.0047624772478336,0.09196341712959111,checkpoints/long_input/ols_NR_ETTh2_s336_p96_M.npz
NR,ETTh2,336,192,M,False,True,7,8113,2689,0.3449312211838859,0.41046118249697583,0.383,0.418,0.9006037106628875,0.9819645514281719,0.11593270907178521,checkpoints/long_input/ols_NR_ETTh2_s336_p192_M.npz
NR,ETTh2,336,336,M,False,True,7,7969,2545,0.43133208928117167,0.4649704744323624,0.448,0.465,0.9627948421454725,0.999936504155618,0.142469875048846,checkpoints/long_input/ols_NR_ETTh2_s336_p336_M.npz
NR,ETTh2,336,720,M,False,True,7,7585,2161,0.7093845806456144,0.6009496200949219,0.605,0.551,1.1725364969349,1.09065266804886,0.20880683395080268,checkpoints/long_input/ols_NR_ETTh2_s336_p720_M.npz
RN,ETTh2,336,96,M,True,False,7,8209,2785,0.3151457346735386,0.37564099030529446,0.289,0.353,1.0904696701506527,1.0641387827345452,0.09865737496875226,checkpoints/long_input/ols_RN_ETTh2_s336_p96_M.npz
RN,ETTh2,336,192,M,True,False,7,8113,2689,0.4307396638512397,0.4481601267264358,0.383,0.418,1.124646641909242,1.0721534132211383,0.1153395411092788,checkpoints/long_input/ols_RN_ETTh2_s336_p192_M.npz
RN,ETTh2,336,336,M,True,False,7,7969,2545,0.5572061650596792,0.520397145522143,0.448,0.465,1.2437637612939267,1.1191336462841783,0.14587300014682114,checkpoints/long_input/ols_RN_ETTh2_s336_p336_M.npz
RN,ETTh2,336,720,M,True,False,7,7585,2161,0.9288089127422257,0.6862627045121836,0.605,0.551,1.5352213433755797,1.245485852109226,0.21112179197371006,checkpoints/long_input/ols_RN_ETTh2_s336_p720_M.npz
RR,ETTh2,336,96,M,True,True,7,8209,2785,0.28320324883961867,0.36472696819577033,0.289,0.353,0.9799420375073311,1.0332208730758368,0.096711291000247,checkpoints/long_input/ols_RR_ETTh2_s336_p96_M.npz
RR,ETTh2,336,192,M,True,True,7,8113,2689,0.37944545812446007,0.4320287391983514,0.383,0.418,0.9907192118132117,1.0335615770295488,0.11924987495876849,checkpoints/long_input/ols_RR_ETTh2_s336_p192_M.npz
RR,ETTh2,336,336,M,True,True,7,7969,2545,0.5046814345458392,0.50463635827195,0.448,0.465,1.1265210592541055,1.0852394801547312,0.14678012509830296,checkpoints/long_input/ols_RR_ETTh2_s336_p336_M.npz
RR,ETTh2,336,720,M,True,True,7,7585,2161,0.9045795299896323,0.6839115000879582,0.605,0.551,1.4951727768423675,1.2412186934445701,0.21782608306966722,checkpoints/long_input/ols_RR_ETTh2_s336_p720_M.npz
