model,dataset,seq_len,pred_len,lr_tag,NN,NR,RN,RR,RN_vs_NN,NR_vs_NN,RR_vs_NN,RN_vs_NR,train_main,test_main,interaction,abs_log_interaction,formal_lr
GRU,ETTh2,96,96,0p001,0.3592431843280792,0.35215994715690613,0.34300604462623596,0.3497997224330902,0.954801815566208,0.9802828905872732,0.9737128989304227,0.9740064064508971,0.9738596416332831,0.9998493184268172,1.0403183627765884,0.03952678436312134,True
GRU,ETTh2,96,336,0p001,0.4614909589290619,0.4815264344215393,0.45887911319732666,0.47217729687690735,0.9943404184173049,1.043414665238452,1.02315611550147,0.9529676470380717,0.9874384415962594,1.036172051239438,0.9861656581975168,0.013930928149349452,True
GRU,ETTh2,336,96,0p001,0.37112119793891907,0.3105473518371582,0.370779812335968,0.34039175510406494,0.9990801236769902,0.8367814976935637,0.9171983626763575,1.1939558014018872,1.0464675370759233,0.8764709178071836,1.0971117921305278,0.09268108323904278,True
GRU,ETTh2,336,336,0p001,0.42046475410461426,0.3805564343929291,0.3934308588504791,0.4001079499721527,0.9357047291354915,0.905085219814273,0.9515849927164248,1.0338305262873497,0.9918556416269282,0.9593986793839798,1.1236195499870982,0.11655521551550317,True
GRU,ETTm1,96,96,0p001,0.38134267926216125,0.5389611721038818,0.5688241124153137,0.37668636441230774,1.4916350656472543,1.4133250785007538,0.987789683392211,1.055408333396002,1.0210394034976016,0.967435419248765,0.46855420140765053,0.7581034926236714,True
GRU,ETTm1,96,336,0p001,0.4464535415172577,0.6451717019081116,0.6457016468048096,0.4542636275291443,1.4462907934617648,1.4451037832862,1.0174936141963267,1.000821401334142,1.009123077136039,1.008294862390863,0.4868296632748212,0.7198409844852635,True
GRU,ETTm1,336,96,0p001,0.3950065076351166,0.5636236667633057,0.5755872130393982,0.40173205733299255,1.4571588110925284,1.4268718511441527,1.017026427585058,1.0212261247736367,1.0191241128709811,0.997941678290769,0.4891481114883124,0.7150899488889481,True
GRU,ETTm1,336,336,0p001,0.4638032615184784,0.6143184900283813,0.6176576018333435,0.43903928995132446,1.3317232824347773,1.3245238681960116,0.946606732591579,1.0054354733890687,0.9755777715264395,0.9703037115231409,0.5366557755634869,0.622398403858744,True
GRU,ETTm2,96,96,0p001,0.19894269108772278,0.2170596867799759,0.21586938202381134,0.19160383939743042,1.0850832510786979,1.0910664050697119,0.9631107247510976,0.9945162329595956,0.9786875139197636,0.9840840013312534,0.8135082758658593,0.20639917921454584,True
GRU,ETTm2,96,336,0p001,0.32843759655952454,0.33873113989830017,0.3312671482563019,0.33056381344795227,1.0086151881709575,1.0313409410085914,1.0064737317246881,0.9779648495138674,0.9921168941136902,1.014470913353233,0.967552819190606,0.03298526208970739,True
